loc_x,loc_y,shot_type,shot_made_flag
-62,145,Jump Shot,0.0
88,72,Jump Shot,0.0
64,170,Jump Shot,0.0
102,118,Jump Shot,1.0
3,35,Layup,0.0
0,0,Dunk,1.0
83,236,Jump Shot,0.0
111,230,Jump Shot,0.0
-117,12,Jump Shot,0.0
-190,167,Jump Shot,1.0
-51,268,Jump Shot,1.0
110,238,Jump Shot,0.0
0,0,Layup,1.0
-174,179,Jump Shot,0.0
0,0,Dunk,1.0
-68,112,Jump Shot,0.0
0,0,Layup,1.0
-46,101,Jump Shot,1.0
0,0,Layup,1.0
108,242,Jump Shot,0.0
0,0,Layup,0.0
102,172,Jump Shot,1.0
95,238,Jump Shot,1.0
0,0,Tip Shot,0.0
-147,121,Jump Shot,1.0
-163,203,Jump Shot,0.0
237,22,Jump Shot,1.0
-123,236,Jump Shot,1.0
-29,45,Jump Shot,0.0
-45,250,Jump Shot,0.0
12,69,Jump Shot,0.0
48,200,Jump Shot,0.0
-4,64,Jump Shot,1.0
75,53,Jump Shot,1.0
0,0,Dunk,1.0
132,162,Jump Shot,0.0
-101,34,Jump Shot,0.0
-24,160,Jump Shot,0.0
0,0,Layup,1.0
0,0,Dunk,1.0
-209,157,Jump Shot,1.0
-183,190,Jump Shot,0.0
84,45,Bank Shot,0.0
118,37,Jump Shot,0.0
-217,123,Jump Shot,0.0
-21,105,Jump Shot,1.0
67,45,Jump Shot,0.0
-65,170,Jump Shot,0.0
110,64,Jump Shot,0.0
124,105,Jump Shot,1.0
105,17,Jump Shot,1.0
140,172,Jump Shot,0.0
-79,164,Jump Shot,1.0
0,0,Dunk,0.0
0,0,Layup,0.0
0,0,Layup,1.0
0,0,Dunk,1.0
-97,261,Jump Shot,1.0
-21,107,Jump Shot,1.0
9,276,Jump Shot,0.0
-139,47,Jump Shot,1.0
-130,107,Jump Shot,1.0
-175,238,Jump Shot,0.0
-84,82,Jump Shot,1.0
190,-24,Jump Shot,1.0
0,0,Layup,0.0
0,0,Layup,0.0
174,94,Jump Shot,0.0
-97,42,Jump Shot,0.0
17,107,Jump Shot,1.0
-11,58,Jump Shot,0.0
-11,167,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,1.0
0,0,Dunk,1.0
0,0,Layup,0.0
146,148,Jump Shot,1.0
0,0,Layup,0.0
182,167,Jump Shot,0.0
132,3,Jump Shot,0.0
0,0,Layup,0.0
-24,227,Jump Shot,0.0
0,0,Dunk,1.0
-108,159,Jump Shot,0.0
-43,254,Jump Shot,0.0
91,168,Jump Shot,1.0
-114,186,Jump Shot,1.0
-228,99,Jump Shot,0.0
12,181,Jump Shot,0.0
103,131,Jump Shot,0.0
0,0,Dunk,1.0
0,0,Layup,1.0
124,115,Jump Shot,0.0
143,160,Jump Shot,0.0
0,0,Layup,0.0
0,0,Layup,1.0
0,0,Layup,1.0
0,0,Layup,0.0
214,132,Jump Shot,1.0
-131,200,Jump Shot,0.0
-40,58,Jump Shot,1.0
234,4,Jump Shot,0.0
211,-2,Jump Shot,1.0
-166,101,Jump Shot,1.0
133,129,Jump Shot,0.0
72,108,Jump Shot,1.0
-2,64,Jump Shot,1.0
50,157,Jump Shot,1.0
-125,160,Jump Shot,0.0
102,167,Jump Shot,1.0
0,0,Layup,1.0
-175,176,Jump Shot,0.0
147,14,Jump Shot,0.0
-87,11,Jump Shot,1.0
0,0,Layup,1.0
-27,179,Jump Shot,1.0
0,0,Layup,0.0
116,135,Jump Shot,1.0
-109,224,Jump Shot,0.0
0,0,Dunk,1.0
-152,154,Jump Shot,1.0
-67,160,Jump Shot,1.0
0,0,Layup,1.0
0,0,Dunk,1.0
-8,201,Jump Shot,0.0
-180,88,Jump Shot,1.0
-51,20,Jump Shot,0.0
152,11,Jump Shot,1.0
64,91,Jump Shot,0.0
-163,211,Jump Shot,0.0
-7,77,Jump Shot,0.0
-41,6,Layup,1.0
28,-2,Layup,1.0
-21,56,Jump Shot,0.0
-7,20,Layup,1.0
-19,-2,Layup,1.0
110,30,Jump Shot,1.0
78,142,Jump Shot,1.0
-89,231,Jump Shot,0.0
106,53,Jump Shot,1.0
70,258,Jump Shot,0.0
-46,15,Jump Shot,0.0
-54,206,Jump Shot,1.0
-108,176,Jump Shot,0.0
157,-25,Jump Shot,1.0
-29,34,Jump Shot,1.0
136,129,Jump Shot,1.0
124,74,Jump Shot,1.0
-5,42,Jump Shot,1.0
116,149,Jump Shot,1.0
-226,78,Jump Shot,0.0
138,140,Jump Shot,0.0
0,0,Layup,0.0
-228,63,Jump Shot,1.0
0,0,Layup,1.0
-92,148,Jump Shot,0.0
0,0,Layup,1.0
211,26,Jump Shot,1.0
-2,94,Jump Shot,0.0
-60,48,Jump Shot,0.0
-7,0,Dunk,1.0
7,211,Jump Shot,0.0
103,89,Jump Shot,0.0
-199,-24,Jump Shot,1.0
-152,77,Jump Shot,0.0
121,-6,Jump Shot,0.0
18,-28,Dunk,1.0
127,148,Jump Shot,0.0
-152,110,Jump Shot,0.0
95,179,Jump Shot,0.0
192,26,Jump Shot,0.0
116,33,Bank Shot,1.0
0,0,Layup,0.0
0,0,Layup,0.0
-32,151,Jump Shot,1.0
105,72,Jump Shot,1.0
-76,4,Jump Shot,1.0
0,0,Layup,1.0
-89,134,Jump Shot,0.0
130,91,Jump Shot,1.0
0,0,Dunk,1.0
53,183,Jump Shot,0.0
0,0,Layup,0.0
-15,80,Jump Shot,1.0
1,154,Jump Shot,0.0
-136,44,Jump Shot,0.0
0,0,Layup,0.0
99,157,Jump Shot,1.0
108,181,Jump Shot,0.0
157,132,Jump Shot,0.0
132,213,Jump Shot,0.0
-147,71,Jump Shot,0.0
0,0,Layup,0.0
0,0,Layup,0.0
121,165,Jump Shot,1.0
135,213,Jump Shot,1.0
-191,33,Jump Shot,0.0
-16,250,Jump Shot,0.0
34,271,Jump Shot,0.0
-7,140,Jump Shot,1.0
0,0,Dunk,1.0
26,295,Jump Shot,1.0
-122,220,Jump Shot,0.0
154,167,Jump Shot,0.0
80,192,Jump Shot,0.0
-78,179,Jump Shot,0.0
160,45,Jump Shot,0.0
-188,26,Jump Shot,1.0
-133,217,Jump Shot,1.0
163,195,Jump Shot,0.0
50,121,Jump Shot,1.0
-155,205,Jump Shot,0.0
157,11,Jump Shot,0.0
201,149,Jump Shot,1.0
-52,178,Jump Shot,0.0
113,143,Jump Shot,1.0
17,181,Jump Shot,0.0
143,230,Jump Shot,0.0
-59,201,Jump Shot,1.0
0,0,Dunk,1.0
-114,127,Jump Shot,1.0
187,194,Jump Shot,1.0
61,15,Jump Shot,0.0
-155,11,Jump Shot,0.0
0,0,Layup,1.0
67,208,Jump Shot,0.0
-150,219,Jump Shot,1.0
-152,206,Jump Shot,0.0
160,72,Jump Shot,1.0
4,50,Jump Shot,0.0
-87,96,Jump Shot,0.0
92,23,Bank Shot,1.0
0,0,Dunk,1.0
-136,154,Jump Shot,0.0
-7,220,Jump Shot,1.0
-114,89,Jump Shot,0.0
189,20,Jump Shot,0.0
0,0,Layup,0.0
106,156,Jump Shot,1.0
-204,183,Jump Shot,0.0
83,138,Jump Shot,1.0
160,145,Jump Shot,0.0
0,258,Jump Shot,1.0
-171,11,Jump Shot,0.0
-120,176,Jump Shot,0.0
0,0,Layup,0.0
-234,0,Jump Shot,0.0
103,135,Jump Shot,0.0
0,0,Layup,1.0
-73,75,Jump Shot,1.0
-108,238,Jump Shot,0.0
12,282,Jump Shot,0.0
59,269,Jump Shot,0.0
-23,80,Jump Shot,1.0
56,149,Jump Shot,1.0
0,0,Layup,1.0
-21,45,Jump Shot,0.0
0,0,Layup,0.0
-8,197,Jump Shot,0.0
36,53,Bank Shot,1.0
31,216,Jump Shot,1.0
53,157,Jump Shot,1.0
97,138,Jump Shot,1.0
-87,9,Jump Shot,0.0
-38,67,Jump Shot,1.0
67,165,Jump Shot,0.0
92,154,Jump Shot,1.0
0,0,Dunk,1.0
-234,50,Jump Shot,1.0
-18,77,Jump Shot,0.0
-142,123,Jump Shot,1.0
0,0,Layup,1.0
91,189,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,1.0
31,190,Jump Shot,1.0
0,0,Layup,0.0
-136,219,Jump Shot,1.0
132,151,Jump Shot,0.0
174,179,Jump Shot,0.0
0,0,Layup,1.0
-166,145,Jump Shot,0.0
0,0,Dunk,0.0
-71,140,Jump Shot,1.0
0,0,Layup,1.0
-92,124,Jump Shot,0.0
-46,53,Jump Shot,1.0
-190,173,Jump Shot,0.0
-120,159,Jump Shot,0.0
100,181,Jump Shot,1.0
-37,198,Jump Shot,0.0
-119,83,Bank Shot,1.0
-138,140,Jump Shot,0.0
-38,83,Jump Shot,0.0
-93,78,Jump Shot,1.0
56,67,Jump Shot,0.0
0,0,Layup,1.0
-175,28,Jump Shot,0.0
0,0,Layup,1.0
-144,115,Jump Shot,1.0
94,134,Jump Shot,1.0
-89,116,Jump Shot,0.0
92,184,Jump Shot,1.0
12,154,Jump Shot,1.0
132,85,Jump Shot,0.0
-78,148,Jump Shot,0.0
58,60,Jump Shot,1.0
157,194,Jump Shot,1.0
149,222,Jump Shot,1.0
-26,170,Jump Shot,0.0
0,151,Jump Shot,0.0
69,60,Jump Shot,0.0
77,75,Jump Shot,0.0
0,0,Layup,1.0
-163,112,Jump Shot,0.0
-180,246,Jump Shot,0.0
-37,52,Jump Shot,0.0
-59,26,Jump Shot,0.0
114,104,Jump Shot,1.0
0,0,Layup,1.0
99,235,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,0.0
-112,96,Jump Shot,1.0
159,208,Jump Shot,1.0
100,242,Jump Shot,0.0
-10,105,Jump Shot,0.0
10,61,Jump Shot,1.0
-11,209,Jump Shot,0.0
-60,74,Bank Shot,0.0
-65,274,Jump Shot,0.0
0,0,Layup,1.0
0,0,Dunk,1.0
61,145,Jump Shot,1.0
129,63,Jump Shot,0.0
-163,12,Jump Shot,0.0
173,96,Jump Shot,0.0
78,69,Jump Shot,0.0
0,0,Dunk,1.0
226,34,Jump Shot,0.0
-89,55,Jump Shot,0.0
145,170,Jump Shot,1.0
-7,78,Jump Shot,0.0
-158,37,Jump Shot,0.0
125,186,Jump Shot,1.0
62,187,Jump Shot,1.0
234,28,Jump Shot,0.0
0,0,Layup,1.0
15,168,Jump Shot,0.0
135,75,Jump Shot,1.0
84,123,Jump Shot,1.0
136,131,Jump Shot,1.0
0,0,Layup,1.0
-45,222,Jump Shot,1.0
0,0,Layup,1.0
92,151,Jump Shot,1.0
143,140,Jump Shot,0.0
-100,156,Jump Shot,0.0
0,0,Dunk,1.0
47,121,Jump Shot,0.0
154,203,Jump Shot,1.0
0,0,Layup,0.0
-64,11,Jump Shot,0.0
-123,119,Jump Shot,1.0
176,9,Jump Shot,1.0
0,0,Layup,1.0
110,189,Jump Shot,1.0
138,132,Jump Shot,1.0
171,189,Jump Shot,1.0
95,183,Jump Shot,0.0
-93,233,Jump Shot,0.0
-117,135,Jump Shot,0.0
0,0,Layup,1.0
189,184,Jump Shot,0.0
48,94,Jump Shot,0.0
0,0,Layup,1.0
6,69,Jump Shot,1.0
162,187,Jump Shot,1.0
176,47,Jump Shot,1.0
-235,25,Jump Shot,1.0
0,0,Dunk,1.0
64,108,Jump Shot,0.0
0,0,Dunk,1.0
226,-2,Jump Shot,1.0
135,219,Jump Shot,0.0
1,71,Jump Shot,1.0
15,67,Jump Shot,0.0
-13,82,Jump Shot,1.0
-10,104,Jump Shot,0.0
-38,53,Jump Shot,0.0
-146,126,Jump Shot,1.0
-56,47,Jump Shot,0.0
116,7,Jump Shot,0.0
0,0,Layup,1.0
-51,186,Jump Shot,1.0
0,0,Layup,0.0
0,0,Dunk,1.0
21,168,Jump Shot,0.0
0,0,Layup,0.0
163,197,Jump Shot,1.0
-93,0,Jump Shot,0.0
0,0,Layup,1.0
-111,179,Jump Shot,1.0
174,26,Jump Shot,0.0
0,0,Layup,1.0
2,135,Jump Shot,1.0
4,118,Jump Shot,1.0
-122,195,Jump Shot,0.0
23,45,Jump Shot,1.0
-87,66,Jump Shot,1.0
0,0,Layup,0.0
228,0,Jump Shot,0.0
-2,75,Jump Shot,0.0
122,99,Jump Shot,1.0
45,82,Jump Shot,1.0
81,170,Jump Shot,1.0
140,160,Jump Shot,0.0
9,157,Jump Shot,0.0
-123,238,Jump Shot,1.0
53,213,Jump Shot,1.0
-105,135,Jump Shot,1.0
77,272,Jump Shot,1.0
-171,213,Jump Shot,1.0
185,6,Jump Shot,1.0
111,250,Jump Shot,1.0
0,0,Layup,1.0
144,116,Jump Shot,0.0
110,241,Jump Shot,0.0
-27,56,Jump Shot,1.0
17,6,Layup,1.0
-19,28,Layup,0.0
-2,4,Dunk,1.0
-54,25,Jump Shot,0.0
133,227,Jump Shot,1.0
163,224,Jump Shot,0.0
-15,265,Jump Shot,0.0
97,252,Jump Shot,0.0
125,148,Jump Shot,0.0
129,116,Jump Shot,0.0
-4,3,Layup,1.0
-127,52,Jump Shot,0.0
6,14,Layup,1.0
-15,39,Jump Shot,0.0
20,58,Jump Shot,0.0
237,56,Jump Shot,1.0
111,159,Jump Shot,0.0
-202,50,Jump Shot,1.0
162,228,Jump Shot,0.0
113,69,Jump Shot,1.0
6,75,Jump Shot,1.0
31,58,Jump Shot,1.0
89,195,Jump Shot,1.0
119,17,Jump Shot,0.0
-229,-2,Jump Shot,0.0
-34,45,Bank Shot,1.0
-127,145,Jump Shot,0.0
-87,34,Jump Shot,0.0
-187,179,Jump Shot,0.0
1,176,Jump Shot,0.0
157,-2,Jump Shot,1.0
77,135,Jump Shot,0.0
84,176,Jump Shot,1.0
23,175,Jump Shot,1.0
-136,246,Jump Shot,1.0
237,14,Jump Shot,0.0
124,235,Jump Shot,0.0
-116,105,Jump Shot,0.0
0,0,Layup,0.0
0,0,Layup,1.0
-198,160,Jump Shot,1.0
78,209,Jump Shot,0.0
0,0,Layup,1.0
-166,14,Jump Shot,0.0
37,165,Jump Shot,0.0
0,0,Layup,0.0
42,74,Jump Shot,1.0
15,52,Jump Shot,0.0
50,41,Jump Shot,0.0
-62,124,Jump Shot,1.0
154,198,Jump Shot,0.0
-43,214,Jump Shot,0.0
-138,115,Jump Shot,0.0
53,50,Jump Shot,1.0
0,0,Layup,0.0
165,145,Jump Shot,0.0
-90,63,Jump Shot,0.0
67,82,Jump Shot,0.0
0,0,Layup,0.0
0,0,Layup,0.0
-65,63,Jump Shot,1.0
61,104,Jump Shot,1.0
-15,45,Jump Shot,0.0
0,0,Layup,0.0
-27,172,Jump Shot,1.0
106,28,Jump Shot,0.0
-60,74,Jump Shot,0.0
-109,134,Jump Shot,1.0
-62,72,Jump Shot,0.0
-161,61,Jump Shot,1.0
-117,126,Jump Shot,1.0
-163,220,Jump Shot,1.0
143,60,Jump Shot,0.0
58,197,Jump Shot,0.0
129,148,Jump Shot,0.0
80,50,Jump Shot,1.0
69,85,Jump Shot,1.0
51,23,Hook Shot,1.0
-111,165,Jump Shot,1.0
26,11,Layup,0.0
-19,1,Layup,0.0
77,11,Jump Shot,1.0
119,209,Jump Shot,0.0
223,4,Jump Shot,1.0
20,26,Layup,0.0
-75,26,Bank Shot,1.0
-218,108,Jump Shot,1.0
10,134,Jump Shot,1.0
92,189,Jump Shot,0.0
-97,148,Jump Shot,1.0
0,0,Layup,1.0
-23,108,Jump Shot,0.0
124,146,Jump Shot,1.0
0,0,Layup,1.0
-142,83,Jump Shot,0.0
-56,108,Jump Shot,0.0
-152,206,Jump Shot,1.0
53,71,Jump Shot,0.0
0,0,Layup,0.0
84,151,Jump Shot,1.0
138,85,Jump Shot,1.0
-146,233,Jump Shot,0.0
132,165,Jump Shot,0.0
0,0,Layup,1.0
67,134,Jump Shot,0.0
-141,236,Jump Shot,0.0
86,246,Jump Shot,0.0
239,11,Jump Shot,0.0
-76,83,Jump Shot,1.0
-168,119,Jump Shot,0.0
181,44,Jump Shot,0.0
97,142,Jump Shot,0.0
228,31,Jump Shot,0.0
-4,69,Hook Shot,0.0
0,0,Layup,1.0
106,17,Jump Shot,1.0
231,22,Jump Shot,0.0
0,0,Layup,1.0
-180,176,Jump Shot,0.0
-223,12,Jump Shot,1.0
0,0,Layup,0.0
-127,0,Jump Shot,1.0
0,0,Layup,0.0
65,246,Jump Shot,0.0
0,0,Dunk,1.0
-103,178,Jump Shot,0.0
78,181,Jump Shot,0.0
-136,206,Jump Shot,0.0
111,263,Jump Shot,1.0
-161,214,Jump Shot,1.0
-182,187,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,1.0
147,225,Jump Shot,0.0
-60,20,Jump Shot,0.0
-105,45,Jump Shot,0.0
0,0,Layup,0.0
0,0,Layup,0.0
0,0,Layup,1.0
-142,205,Jump Shot,0.0
106,179,Jump Shot,1.0
100,252,Jump Shot,1.0
4,190,Jump Shot,0.0
165,197,Jump Shot,0.0
-149,162,Jump Shot,0.0
-180,15,Jump Shot,1.0
200,184,Jump Shot,0.0
20,83,Jump Shot,0.0
103,190,Jump Shot,0.0
0,45,Jump Shot,0.0
-169,217,Jump Shot,1.0
160,75,Jump Shot,0.0
-150,119,Jump Shot,1.0
-103,233,Jump Shot,1.0
99,138,Jump Shot,0.0
47,63,Jump Shot,1.0
56,172,Jump Shot,0.0
-136,149,Jump Shot,1.0
125,110,Jump Shot,0.0
-30,194,Jump Shot,0.0
51,172,Jump Shot,0.0
99,186,Jump Shot,0.0
102,78,Jump Shot,1.0
0,0,Dunk,1.0
-112,164,Jump Shot,0.0
-101,115,Jump Shot,1.0
65,151,Jump Shot,1.0
124,61,Jump Shot,1.0
0,0,Layup,1.0
75,145,Jump Shot,0.0
0,0,Tip Shot,0.0
54,154,Jump Shot,1.0
-133,58,Jump Shot,0.0
124,30,Jump Shot,0.0
99,88,Jump Shot,1.0
51,242,Jump Shot,0.0
132,9,Jump Shot,1.0
119,124,Jump Shot,1.0
125,206,Jump Shot,1.0
10,154,Jump Shot,1.0
108,110,Jump Shot,0.0
0,0,Layup,1.0
118,-2,Jump Shot,1.0
108,205,Jump Shot,1.0
105,56,Jump Shot,1.0
-27,129,Jump Shot,1.0
-172,187,Jump Shot,0.0
92,134,Jump Shot,0.0
45,113,Jump Shot,1.0
-166,108,Jump Shot,0.0
0,0,Layup,1.0
-128,224,Jump Shot,0.0
124,34,Jump Shot,0.0
92,172,Jump Shot,1.0
136,11,Jump Shot,0.0
-149,198,Jump Shot,1.0
-152,217,Jump Shot,0.0
0,0,Layup,1.0
-147,33,Jump Shot,1.0
-114,192,Jump Shot,1.0
-158,34,Jump Shot,1.0
-41,105,Jump Shot,0.0
0,0,Layup,0.0
-100,119,Jump Shot,0.0
0,0,Dunk,1.0
0,0,Layup,0.0
0,0,Layup,0.0
0,0,Layup,1.0
0,0,Layup,1.0
0,0,Layup,1.0
0,0,Layup,0.0
-98,131,Jump Shot,0.0
-11,132,Jump Shot,1.0
-52,91,Jump Shot,1.0
-122,224,Jump Shot,0.0
62,47,Jump Shot,1.0
-52,28,Jump Shot,1.0
62,192,Jump Shot,1.0
-188,157,Jump Shot,1.0
127,156,Jump Shot,1.0
108,162,Jump Shot,0.0
-212,137,Jump Shot,0.0
0,0,Layup,1.0
-155,-6,Jump Shot,1.0
-150,-19,Jump Shot,0.0
-183,167,Jump Shot,1.0
0,0,Layup,0.0
230,7,Jump Shot,1.0
-180,69,Jump Shot,1.0
-163,108,Jump Shot,1.0
0,0,Dunk,1.0
13,56,Jump Shot,1.0
212,124,Jump Shot,0.0
0,0,Dunk,1.0
-166,82,Jump Shot,0.0
0,0,Layup,1.0
95,-8,Jump Shot,0.0
209,121,Jump Shot,0.0
-76,41,Jump Shot,1.0
-101,-30,Jump Shot,1.0
-8,56,Jump Shot,1.0
190,39,Jump Shot,0.0
-67,129,Jump Shot,1.0
159,26,Jump Shot,0.0
-120,22,Jump Shot,0.0
-65,101,Jump Shot,1.0
147,9,Jump Shot,0.0
-117,69,Jump Shot,1.0
152,30,Jump Shot,0.0
-120,219,Jump Shot,1.0
-147,190,Jump Shot,1.0
-5,250,Jump Shot,1.0
0,0,Layup,1.0
95,26,Jump Shot,0.0
6,231,Jump Shot,0.0
165,28,Jump Shot,0.0
155,195,Jump Shot,0.0
-32,244,Jump Shot,0.0
-231,14,Jump Shot,1.0
-79,200,Jump Shot,1.0
12,225,Jump Shot,1.0
-67,216,Jump Shot,1.0
-175,119,Jump Shot,1.0
-142,209,Jump Shot,0.0
129,167,Jump Shot,1.0
-161,55,Jump Shot,0.0
168,19,Jump Shot,0.0
18,160,Jump Shot,1.0
-90,140,Jump Shot,0.0
97,6,Jump Shot,1.0
4,7,Layup,1.0
88,58,Jump Shot,0.0
-149,123,Jump Shot,0.0
4,129,Jump Shot,1.0
-84,137,Jump Shot,0.0
133,201,Jump Shot,1.0
-5,4,Layup,0.0
99,157,Jump Shot,0.0
-172,176,Jump Shot,0.0
146,17,Jump Shot,0.0
-64,44,Bank Shot,1.0
200,-2,Jump Shot,0.0
-71,140,Jump Shot,0.0
48,246,Jump Shot,1.0
94,238,Jump Shot,1.0
-149,164,Jump Shot,0.0
72,242,Jump Shot,0.0
-84,239,Jump Shot,0.0
-131,156,Jump Shot,0.0
160,94,Jump Shot,0.0
18,64,Jump Shot,1.0
-52,72,Jump Shot,1.0
157,12,Jump Shot,0.0
103,25,Jump Shot,0.0
159,83,Jump Shot,1.0
-166,26,Jump Shot,0.0
-56,205,Jump Shot,0.0
-172,119,Jump Shot,1.0
70,85,Jump Shot,1.0
47,94,Jump Shot,0.0
-166,213,Jump Shot,0.0
-49,162,Jump Shot,0.0
-98,288,Jump Shot,0.0
88,15,Jump Shot,0.0
154,71,Jump Shot,0.0
-95,101,Jump Shot,0.0
0,0,Layup,1.0
32,88,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,1.0
13,86,Jump Shot,1.0
0,0,Dunk,1.0
0,0,Layup,1.0
-54,48,Bank Shot,0.0
0,0,Layup,1.0
114,25,Bank Shot,0.0
0,0,Dunk,1.0
192,168,Jump Shot,0.0
28,148,Jump Shot,1.0
-105,19,Bank Shot,1.0
92,86,Jump Shot,0.0
-188,165,Jump Shot,0.0
53,217,Jump Shot,1.0
0,0,Layup,1.0
138,198,Jump Shot,0.0
81,142,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,1.0
36,72,Jump Shot,1.0
0,0,Layup,0.0
-48,58,Jump Shot,1.0
23,148,Jump Shot,1.0
223,93,Jump Shot,0.0
-49,42,Jump Shot,1.0
-75,41,Jump Shot,0.0
0,0,Layup,1.0
58,153,Jump Shot,1.0
56,39,Jump Shot,0.0
124,94,Jump Shot,0.0
146,168,Jump Shot,0.0
-92,75,Jump Shot,0.0
192,36,Jump Shot,0.0
-93,56,Jump Shot,0.0
-4,55,Jump Shot,1.0
0,0,Layup,1.0
-194,172,Jump Shot,0.0
-101,140,Jump Shot,1.0
-134,137,Jump Shot,0.0
75,228,Jump Shot,0.0
-142,201,Jump Shot,1.0
228,17,Jump Shot,0.0
39,250,Jump Shot,0.0
-146,236,Jump Shot,0.0
171,26,Jump Shot,0.0
102,9,Jump Shot,0.0
88,168,Jump Shot,0.0
-62,33,Jump Shot,1.0
-147,183,Jump Shot,0.0
-117,153,Jump Shot,1.0
149,222,Jump Shot,1.0
181,190,Jump Shot,0.0
-116,186,Jump Shot,0.0
-27,249,Jump Shot,1.0
-8,1,Layup,1.0
-128,153,Jump Shot,0.0
12,26,Layup,0.0
9,7,Dunk,1.0
-149,12,Jump Shot,1.0
-103,-2,Jump Shot,0.0
28,14,Jump Shot,0.0
78,173,Jump Shot,0.0
32,99,Jump Shot,1.0
147,6,Jump Shot,0.0
135,227,Jump Shot,0.0
-8,115,Jump Shot,0.0
-4,271,Jump Shot,1.0
-149,22,Jump Shot,0.0
-144,33,Jump Shot,0.0
-7,25,Layup,0.0
110,22,Jump Shot,1.0
17,56,Jump Shot,1.0
62,145,Jump Shot,0.0
0,0,Layup,1.0
69,116,Jump Shot,0.0
-136,36,Jump Shot,0.0
-134,102,Jump Shot,0.0
0,0,Layup,0.0
-122,220,Jump Shot,1.0
0,0,Dunk,1.0
-51,36,Jump Shot,0.0
18,61,Jump Shot,1.0
-108,15,Jump Shot,0.0
-111,85,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,1.0
0,0,Dunk,1.0
54,190,Jump Shot,0.0
135,148,Jump Shot,0.0
69,99,Jump Shot,1.0
77,151,Jump Shot,0.0
0,0,Layup,1.0
-48,93,Jump Shot,1.0
-106,31,Bank Shot,1.0
-5,52,Jump Shot,0.0
0,0,Dunk,1.0
21,82,Jump Shot,1.0
0,0,Dunk,1.0
0,0,Layup,1.0
0,0,Layup,0.0
-97,156,Jump Shot,0.0
157,12,Jump Shot,0.0
160,121,Jump Shot,1.0
-46,71,Jump Shot,0.0
0,0,Layup,1.0
-133,23,Jump Shot,1.0
0,0,Layup,0.0
-161,194,Jump Shot,0.0
-109,86,Jump Shot,1.0
-149,89,Jump Shot,0.0
119,37,Jump Shot,0.0
-161,197,Jump Shot,0.0
-138,99,Jump Shot,1.0
-103,241,Jump Shot,0.0
-141,66,Jump Shot,1.0
122,19,Jump Shot,1.0
-161,52,Jump Shot,1.0
143,7,Jump Shot,1.0
12,14,Layup,1.0
-163,55,Jump Shot,1.0
0,0,Layup,1.0
-100,71,Jump Shot,1.0
-18,235,Jump Shot,1.0
121,172,Jump Shot,1.0
0,0,Layup,1.0
201,-2,Jump Shot,0.0
149,217,Jump Shot,0.0
0,0,Layup,0.0
-152,22,Bank Shot,1.0
0,0,Dunk,1.0
-160,83,Jump Shot,1.0
236,-11,Jump Shot,1.0
-86,154,Jump Shot,0.0
39,99,Jump Shot,1.0
-160,197,Jump Shot,0.0
159,170,Jump Shot,0.0
166,9,Jump Shot,0.0
155,89,Jump Shot,1.0
39,159,Jump Shot,1.0
-191,25,Jump Shot,1.0
155,86,Jump Shot,1.0
168,149,Jump Shot,1.0
-185,164,Jump Shot,0.0
-82,170,Jump Shot,0.0
-48,77,Jump Shot,0.0
192,167,Jump Shot,0.0
13,96,Jump Shot,1.0
97,116,Jump Shot,0.0
-119,151,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,0.0
198,9,Jump Shot,0.0
151,124,Jump Shot,1.0
135,213,Jump Shot,0.0
54,26,Jump Shot,0.0
187,172,Jump Shot,0.0
-41,91,Bank Shot,0.0
170,205,Jump Shot,0.0
113,80,Jump Shot,0.0
203,91,Jump Shot,1.0
-112,194,Jump Shot,0.0
147,148,Jump Shot,1.0
177,131,Jump Shot,0.0
89,47,Jump Shot,0.0
214,-2,Jump Shot,1.0
91,102,Jump Shot,0.0
170,85,Jump Shot,1.0
203,19,Jump Shot,0.0
-198,86,Jump Shot,0.0
0,0,Layup,1.0
155,116,Jump Shot,0.0
0,0,Layup,1.0
6,37,Jump Shot,1.0
-76,34,Jump Shot,1.0
-76,26,Bank Shot,1.0
-235,113,Jump Shot,1.0
0,0,Layup,1.0
0,0,Layup,1.0
154,205,Jump Shot,1.0
-207,143,Jump Shot,0.0
119,173,Jump Shot,0.0
-84,63,Jump Shot,0.0
-71,19,Jump Shot,0.0
177,183,Jump Shot,1.0
-8,269,Jump Shot,0.0
0,0,Dunk,1.0
143,197,Jump Shot,0.0
-2,91,Jump Shot,0.0
0,0,Dunk,1.0
-95,37,Jump Shot,0.0
-161,201,Jump Shot,0.0
0,0,Layup,1.0
18,113,Jump Shot,1.0
-179,183,Jump Shot,1.0
-130,41,Jump Shot,0.0
-212,126,Jump Shot,0.0
64,263,Jump Shot,0.0
0,0,Layup,0.0
-90,12,Jump Shot,1.0
73,60,Jump Shot,1.0
127,186,Jump Shot,0.0
116,137,Jump Shot,0.0
116,258,Jump Shot,0.0
56,168,Jump Shot,1.0
